NU_ANO_CENSO;NO_REGIAO;CO_REGIAO;NO_UF;SG_UF;CO_UF;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_LOCALIZACAO;LATITUDE;LONGITUDE;TP_SITUACAO_FUNCIONAMENTO;IN_EJA;IN_PROFISSIONALIZANTE;IN_COMUM_CRECHE;IN_COMUM_PRE;IN_COMUM_FUND_AI;IN_COMUM_FUND_AF;IN_COMUM_MEDIO_MEDIO;IN_COMUM_MEDIO_INTEGRADO;IN_COMUM_MEDIO_FIC;IN_COMUM_MEDIO_NORMAL
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEIF MAE IAIA;25033158;3;1;-7.513369182;-37.63800206;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;ECI JOSE NOMINANDO;25033204;2;1;-7.516552932;-37.63704113;1;1;0;0;0;0;0;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF GUALTERINA ALENCAR VIDAL;25033301;3;2;-7.4751027;-37.6990299;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF JOSE BATISTA DIAS;25033352;3;2;-7.53291931;-37.68181085;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF MANOEL VICENTE LEITE;25033395;3;2;-7.3998051;-37.6680765;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF SEVERINO FIRMINO DE SANTANA;25033425;3;2;-7.492402;-37.5949749;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF INOCENCIO SALES;25033433;3;2;-7.491909012;-37.64558201;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF ANDRE ALVES DO NASCIMENTO;25033476;3;2;-7.5091818;-37.6803082;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF JOSE GOMES DE SALES;25033514;3;2;-7.4354702;-37.6551403;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF ANISIO BARBOSA DE SOUZA;25033522;3;2;-7.3852309;-37.6812613;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF AUGUSTO DOS ANJOS;25033549;3;2;-7.588269;-37.737226;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEIF DELFINO JOSE DOS SANTOS;25033557;3;2;-7.4318906;-37.6283386;1;1;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF FRANCISCO ALVES DA SILVA;25033565;3;2;-7.559866874;-37.74248876;3;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF FRANCISCO LOPES DA SILVA;25033573;3;2;-7.4616479;-37.5769661;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF MANOEL GONCALVES DE MOURA;25033654;3;2;-7.523557859;-37.6690176;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF ANTONIO VIRGOLINO BATISTA;25033670;3;1;-7.51393225;-37.63787107;1;1;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEIF MARIA DE LOURDES GUILHERME;25104969;3;2;-7.43182476;-37.69901654;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF JOAQUIM MINERVINO DE SOUSA;25105515;3;2;-7.482851;-37.6656537;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;CRECHE MARIA JOSE BARBOSA DE OLIVEIRA - DONA ZEZE;25126989;3;1;-7.5162411;-37.6345669;1;0;0;1;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500106;EMEF TIAGO DE OLIVEIRA LIMA;25178806;3;2;-7.499322065;-37.68701859;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500205;ECI EEM AGENOR MENDES PEDROSA;25023489;2;1;-7.097710907;-38.17083777;1;1;0;0;0;0;1;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500205;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LIDIA CABRAL DE SOUSA;25023535;3;1;-7.09063148;-38.17081923;1;1;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500205;EMEF JOANA LACERDA LEITE;25023578;3;1;-7.093339;-38.17155;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500205;ESCOLA PARTICULAR TURMA DA MONICA;25023659;4;1;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500205;EMEF AMELIA ARANTES LEITE;25023705;3;1;-7.094628233;-38.16604878;1;1;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500205;EMEF DOZINHA BENTO;25023772;3;1;-7.09344103;-38.17127735;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500205;EMEIEF ADVOGADO HORACIO RAMALHO;25128930;3;2;-7.10338839;-38.2691514;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500205;CRECHE MUNICIPAL FRANCISCO CIRINO LOPES;25160800;3;1;-7.09458895;-38.16576672;1;0;0;1;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;CRECHE MARIA JUREMA DE PAIVA;25062573;3;2;-7.101393915;-35.63459901;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;CRECHE LIDIA MESQUITA RAMALHO;25062581;3;1;-7.05545177;-35.65097984;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;CRECHE LILIOSA DE JESUS ONOFRE;25062590;3;2;;;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;CRECHE MUNICIPAL MARIA DE LOURDES MESQUITA DE PAIVA;25062603;3;1;-7.042016667;-35.63532667;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;CRECHE PEREGRINA MARIA DE MIRANDA MONTENEGRO;25062611;3;1;;;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EEEFM PADRE HILDON BANDEIRA;25062638;2;1;-7.0418267;-35.6266626;1;1;0;0;0;0;1;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EEEF DEMONSTRACAO ALAGOA GRANDE;25062670;2;1;-7.044546667;-35.62541833;1;0;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF NOSSA SENHORA DE FATIMA;25062727;3;2;-6.999721;-35.62278;1;0;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF IVETE MEDEIROS CHAVES RIBEIRO;25062751;3;2;;;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;ECIT OSWALDO TRIGUEIRO DE ALBUQUERQUE MELO;25062816;2;1;-7.04448337;-35.62422582;1;0;1;0;0;0;0;0;1;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;SISTEMA DINAMICO DE ENSINO - CANTINHO DO SABER;25062832;4;1;-7.04339419;-35.62879647;1;0;0;1;1;1;1;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF JOAQUIM CLEMENTINO DA SILVA FREIRE;25062921;3;1;;;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF JOAQUIM JOSE PEREIRA DE MIRANDA HENRIQUE;25062930;3;2;;;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF JOSE ROCHA DE OLIVEIRA;25062956;3;2;-7.072093333;-35.62367167;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF MANOEL CARLOS DA SILVA;25062980;3;2;-7.068601667;-35.67756667;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF NEMESIO REGIS;25062999;3;2;-7.13658833;-35.66948585;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF SANTA VITORIA;25063014;3;2;-7.04268194;-35.67869316;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF SAO JOAO;25063049;3;2;-7.10368898;-35.69957338;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF SAO JOAO;25063057;3;2;-7.136835703;-35.6532977;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF SEVERINO RAMALHO;25063065;3;1;-7.053434039;-35.6469154;1;0;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF ALAYDE NOBREGA DE ALBUQUERQUE;25063073;3;2;-7.012421667;-35.58511;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF ANNA ELISA SOBREIRA;25063081;3;1;-7.04275663;-35.63083547;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF CANDIDO REGIS DE BRITO;25063111;3;2;-7.100904831;-35.63305884;1;0;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF ENEAS CAVALCANTE;25063120;3;1;-7.04699;-35.63812667;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF JOSE FERREIRA DE PAIVA;25063146;3;2;;;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF PROFESSOR JOSUE GOMES DA SILVEIRA;25063154;3;1;-7.03829032;-35.62933706;1;1;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF NOSSA SENHORA DE FATIMA;25063170;3;2;-7.08625;-35.66254;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF PROFESSOR GERALDO COSTA;25063189;3;1;-7.040797;-35.62274;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF SEVERINO JULIAO;25063197;3;2;-7.08664332;-35.69551546;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF INSTITUTO DESEMBARGADOR SEVERINO MONTENEGRO;25063235;3;1;-7.050501182;-35.62871454;1;0;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF MARIA MENINA;25112236;3;2;-7.042493333;-35.51922667;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF MARIA DA PENHA II;25114158;3;2;;;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF MONSENHOR LUIGI PESCARMONA;25116150;3;2;;;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEIF FIRMO SANTINO DA SILVA;25117130;3;2;-7.103644138;-35.69956199;1;0;0;0;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;ESCOLA DISNEY;25121243;4;1;;;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EXTERNATO DOM PEDRO II;25121251;4;1;-7.03710171;-35.63213219;1;0;0;1;1;1;1;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEF MANOEL BARBOSA DE LUCENA;25123319;3;1;-7.03779916;-35.63666361;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E FUNDAMENTAL EDGAR ONOFRE NOBREGA;25135635;3;2;;;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500304;EMEF ARACY NOBREGA MONTENEGRO;25153609;3;2;-6.992252148;-35.56443552;1;0;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;COLEGIO 7 DE SETEMBRO LTDA;25063251;4;1;-7.058605905;-35.76124836;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF PROFESSORA MARIA MADALENA DA SILVA OLIVEIRA;25063278;3;1;-7.060592051;-35.76133041;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF GONCALO TAVARES ROMERO;25063286;3;2;-7.066775205;-35.73142081;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF JULIETA BARACUY DA CUNHA;25063308;3;2;-7.060433484;-35.71898988;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF MANOEL MARTINS DE OLIVEIRA FILHO;25063316;3;2;-7.04483241;-35.82426503;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;ECIT MONSENHOR JOSE BORGES DE CARVALHO;25063340;2;1;-7.059106459;-35.76463133;1;1;1;0;0;0;0;1;1;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EEEFM PROFESSOR CARDOSO;25063421;2;1;-7.0605813;-35.7573757;1;1;0;0;0;0;1;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF SANTA LUZIA;25063510;3;1;-7.065621365;-35.76495961;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF JOAO XXIII;25063537;3;2;-7.084310347;-35.81450756;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF PAULO ANTONIO GAIAO;25063545;3;1;-7.062020672;-35.76466142;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEI E CRECHE PROFESSOR CLODOMIRO LEAL;25063553;3;1;-7.064700362;-35.76415931;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF FREI MARTINHO;25063561;3;2;-7.091581966;-35.75106761;1;0;0;1;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF DR JOAO TAVARES DE MELO CAVALCANTE FILHO;25063570;3;2;-7.094390454;-35.79438396;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF PADRE ABDIAS LEAL;25063596;3;1;-7.061142008;-35.75019994;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF SAO GERALDO;25063618;3;2;-7.0963715;-35.8113734;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF DR FERNANDO CUNHA LIMA;25063626;3;1;-7.060095788;-35.76322665;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF NOSSA SENHORA APARECIDA;25063634;3;2;-7.085164366;-35.73228623;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF SANTA ANA;25063650;3;2;-7.043929872;-35.79270863;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF SANTA ISABEL;25063669;3;2;-7.036566345;-35.8247555;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF SAO SEVERINO;25063693;3;2;-7.02572471;-35.71596579;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF DOM MOISES COELHO;25063731;3;2;-7.047288441;-35.71845191;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF JOAO XXIII;25063766;3;2;-7.079013809;-35.81745314;1;0;;0;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF MAXIMO GONCALVES DE ARAUJO;25063774;3;2;-7.104207583;-35.73634312;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF PEDRO FELICIANO PESSOA;25063790;3;2;-7.053464158;-35.68943442;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF FRANCISCA MARIA DO CARMO;25063847;3;2;-7.069763436;-35.82589258;1;0;0;1;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF JOSE LUIZ CORREIA;25063855;3;2;-7.033250795;-35.78170436;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF FREI DAMIAO;25063871;3;2;-7.094062732;-35.76435277;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF JOAO MATIAS DE OLIVEIRA;25063880;3;2;-7.082735526;-35.76125905;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF BOM JESUS;25063928;3;2;-7.037725892;-35.76084108;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF JESUS DE NAZARE;25063944;3;2;-7.03873769;-35.70332378;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF DR AMELIO TAVARES;25063952;3;2;-7.081082519;-35.79570804;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF ESPIRITO SANTO;25063960;3;2;-7.036359074;-35.80374165;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF JOAO PAULO II;25063987;3;2;-7.079621488;-35.74442407;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF FRANCISCO JOSE RODRIGUES;25063995;3;2;-7.054655905;-35.80729161;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF SAO JOSE;25064002;3;2;-7.074139729;-35.81641699;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF MARIANA LIDIA DE ATAIDE;25064010;3;2;-7.07155881;-35.80033692;1;0;0;1;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;EMEIEF PROFESSORA MARIA LUIZA DE AQUINO;25114387;3;1;-7.065390336;-35.76674269;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;COLEGIO MUNICIPAL PROFESSORA VIOLETA COSTA DE SOUZA;25122150;3;1;-7.058023771;-35.76097362;1;1;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;CENTRAL DE MULTIPLAS APRENDIZAGENS;25132245;4;1;-7.05880731;-35.76321341;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500403;CRECHE MUNICIPAL VEREADOR JOSE PEREIRA;25134280;3;1;;;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;EDUCANDARIO ROSALINDA MONDINI;25066366;4;1;-6.95205316;-35.54705499;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;ECIT AGENOR CLEMENTE DOS SANTOS;25066374;2;1;-6.9448468;-35.5420333;1;1;1;0;0;0;0;1;1;1;0
2025;Nordeste;2;Paraíba;PB;25;2500502;ESC MUN ENS FUND CARLOS MARTINS BELTRAO;25066420;3;1;-6.9505881;-35.5464967;1;1;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;ESC MUL LIA BELTRAO;25066471;3;2;-6.9506726;-35.5467589;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;ESC MUL PROFESSOR NEU;25066498;3;2;-6.9511478;-35.5469452;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;ESCOLA MUNICIPAL SEVERINO FLAVIANO CAVALCANTE;25066501;3;1;-6.9507408;-35.5468517;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;ESC MUL JOAO EVARISTO GONDIM;25066536;3;2;-6.9507178;-35.5468555;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;GR MUL ANTONIO JACO;25066587;3;2;-6.950833333;-35.54683833;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;GR MUL JOSE BARBOSA DE LUCENA;25066609;3;1;-6.950575;-35.54667833;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;ESC MUL JASSON MARTINS;25107186;3;2;-6.950361667;-35.54609333;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;CRECHE MARIA JOSE BARBOSA DE LUCENA;25109391;3;1;-6.9506949;-35.5468137;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;ESCOLA MUNICIPAL PREFEITO RICARDO BELTRAO;25125192;3;2;-6.9508376;-35.5469423;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;CENTRO EDUCACIONAL EVANGELICO MISSIONARIO GUNNAR VINGREN;25127888;4;1;-6.9480226;-35.5478568;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500502;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA LIA BELTRAO;25253948;3;1;-6.9479515;-35.5443032;1;1;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500536;ECIT PROFESSORA MARIA CECILIA DE CASTRO;25051598;2;1;-7.74361457;-36.05895468;1;1;1;0;0;0;0;0;1;0;0
2025;Nordeste;2;Paraíba;PB;25;2500536;ESCOLA MUNICIPAL JOAO XXIII;25052225;3;2;-7.628765;-35.99936;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500536;ESCOLA MUN ENS FUND JOSE EUZEBIO DA COSTA;25052292;3;1;-7.742308;-36.06354;1;0;0;0;0;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500536;ESCOLA MUL CICERO FRANCISCO DO CARMO;25052349;3;1;-7.738872;-36.07575;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500536;ESCOLA MUN ENS FUND JOSE CLEMENTE;25052365;3;2;-7.690002;-35.99727;1;0;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500536;ESCOLA MUN DE ENS FUND MANOEL HERCULANO;25052390;3;2;-7.703558;-36.06451;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500536;CRECHE E PRE ESCOLA MANOEL JULIAO DE OLIVEIRA;25052446;3;1;-7.739549;-36.06265;1;0;0;1;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500536;ESCOLA MUNICIPAL TOMAZ FRANCISCO DE OLIVEIRA;25106627;3;2;-7.651357;-35.98822;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500577;CRECHE COMUNIT JOSE RENATO A DE FARIAS;25057782;3;1;-6.904283823;-36.00798313;1;0;0;1;1;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500577;EMEF MANOEL ANTONIO COELHO DE ANDRADE;25057898;3;1;-6.905352473;-36.00482399;1;1;0;0;0;0;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500577;EMEF ALFREDO ALVES;25058169;3;2;;;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500577;EMEF MANOEL ANTONIO DOS SANTOS;25058258;3;2;-6.932250755;-36.0108266;2;;;;;;;;;;
2025;Nordeste;2;Paraíba;PB;25;2500577;EMEF HILDA LINS DOS SANTOS;25111930;3;1;-6.904361355;-36.00571523;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500577;EMEF JOSE SALVADOR DE BARROS;25113917;3;2;-6.868527588;-35.82302839;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500577;ESCOLA MUNICIPAL DO ENSINO FUNDAMENTAL PROFESSORA TEREZINHA ALVES DO NASCIMENTO;25129813;3;1;-6.904824874;-36.00424262;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500577;ECI EUCLIDES MOUZINHO DOS SANTOS;25152823;2;1;;;1;0;0;0;0;0;0;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;CRECHE ALAIDE PESSOA DA SILVEIRA;25100009;3;1;-7.43632509;-34.912106;1;0;0;1;0;0;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;ECIT RENATO RIBEIRO COUTINHO;25100033;2;1;-7.4370507;-34.910266;1;1;1;0;0;0;1;1;1;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;EEEFM BARAO DO ABIAI;25100041;2;1;-7.43371914;-34.91269063;1;1;0;0;0;0;1;1;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;EMEIEF ADAUTO FERREIRA DE PAULA;25100076;3;2;-7.42256596;-34.9090348;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;EMEIEF ALFREDO CIPRIANO FERREIRA DA SILVA;25100084;3;2;-7.365264658;-34.95007496;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;EMEIEF ALFREDO JOSE DE CARVALHO;25100092;3;2;-7.34960625;-34.94522813;1;0;0;0;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;EMEIEF ANIBAL EDMUNDO LUNDGREN;25100106;3;2;-7.43649;-34.912495;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;EMEIEF ANTENOR FERREIRA DA SILVA;25100114;3;2;-7.43649448;-34.91245281;1;0;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;EMEIEF CREUZA RAQUEL PEREIRA GENUARIO NUNES;25100122;3;1;-7.436343333;-34.90784667;1;0;0;0;0;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;EMEIEF BERNARDINA MARIA DA CONCEICAO;25100130;3;2;-7.45208744;-34.89472353;1;1;0;1;1;1;0;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;EMEIEF HERCULANO BANDEIRA LUNDGREN;25100165;3;2;-7.436393333;-34.912515;1;1;0;1;1;1;1;0;0;0;0
2025;Nordeste;2;Paraíba;PB;25;2500601;EMEIEF JOAO BELARMINO DE ALCANTARA;25100190;3;2;;;2;;;;;;;;;;
